timestamp,UP,Pressure (Pa)
1495382,39598,119715
1495882,39598,119715
1496382,39600,119720
1496882,39599,119717
1497382,39598,119715
1497882,39600,119720
1498382,39600,119720
1498882,39599,119717
1499382,39599,119717
1499882,39596,119708
1500382,39598,119715
1500882,39599,119717
1501382,39599,119717
1501882,39598,119715
1502382,39598,119715
1502882,39598,119715
1503382,39596,119708
1503882,39600,119720
1504382,39598,119715
1504882,39596,119708
1505382,39597,119711
1505882,39596,119708
1506382,39598,119715
1506882,39597,119711
1507382,39598,119715
1507883,39595,119705
1508382,39598,119715
1508882,39597,119711
1509382,39599,119717
1509882,39596,119708
1510382,39597,119711
1510882,39596,119708
1511382,39595,119705
1511882,39595,119705
1512382,39596,119708
1512882,39596,119708
1513382,39596,119708
1513882,39597,119711
1514382,39598,119715
1514882,39595,119705
1515382,39595,119705
1515882,39594,119702
1516382,39595,119705
1516882,39598,119715
1517382,39594,119702
1517882,39595,119705
1518382,39597,119711
1518882,39595,119705
1519382,39595,119705
1519882,39594,119702
1520382,39597,119711
1520882,39592,119696
1521382,39594,119702
1521882,39594,119702
1522382,39595,119705
1522882,39593,119699
1523382,39594,119702
1523883,39592,119696
1524382,39594,119702
1524882,39595,119705
1525382,39592,119696
1525882,39594,119702
1526382,39594,119702
1526882,39593,119699
1527382,39594,119702
1527882,39591,119693
1528382,39594,119702
1528882,39592,119696
1529382,39593,119699
1529882,39593,119699
1530382,39592,119696
1530882,39595,119705
1531382,39592,119696
1531882,39592,119696
1532382,39594,119702
1532882,39592,119696
1533382,39595,119705
1533882,39593,119699
1534382,39593,119699
1534882,39590,119690
1535382,39592,119696
1535882,39592,119696
1536382,39592,119696
1536882,39592,119696
1537382,39590,119690
1537882,39592,119696
1538382,39590,119690
1538882,39590,119690
1539382,39590,119690
1539883,39591,119693
1540382,39590,119690
1540882,39593,119699
1541382,39592,119696
1541882,39590,119690
1542382,39591,119693
1542882,39588,119684
1543382,39590,119690
1543882,39590,119690
1544382,39589,119687
1544882,39590,119690
1545382,39589,119687
1545882,39591,119693
1546382,39589,119687
1546882,39589,119687
1547382,39592,119696
1547882,39589,119687
1548382,39593,119699
1548882,39588,119684
1549382,39589,119687
1549882,39590,119690
1550382,39587,119681
1550882,39590,119690
1551382,39589,119687
1551882,39590,119690
1552382,39589,119687
1552882,39591,119693
1553382,39588,119684
1553882,39587,119681
1554382,39589,119687
1554882,39589,119687
1555382,39590,119690
1555883,39587,119681
1556382,39591,119693
1556882,39587,119681
1557382,39588,119684
1557882,39591,119693
1558382,39587,119681
1558882,39587,119681
1559382,39587,119681
1559882,39588,119684
1560382,39587,119681
1560882,39590,119690
1561382,39586,119678
1561882,39587,119681
1562382,39586,119678
1562882,39586,119678
1563382,39587,119681
1563882,39586,119678
1564382,39585,119675
1564882,39588,119684
1565382,39588,119684
1565882,39584,119672
1566382,39584,119672
1566882,39585,119675
1567382,39586,119678
1567882,39584,119672
1568382,39586,119678
1568882,39587,119681
1569382,39586,119678
1569882,39584,119672
1570382,39584,119672
1570882,39585,119675
1571382,39585,119675
1571883,39582,119666
1572382,39582,119666
1572882,39584,119672
1573382,39585,119675
1573882,39588,119684
1574382,39587,119681
1574882,39588,119684
1575382,39585,119675
1575882,39586,119678
1576382,39586,119678
1576882,39586,119678
1577382,39584,119672
1577882,39584,119672
1578382,39588,119684
1578882,39587,119681
1579382,39584,119672
1579882,39586,119678
1580382,39586,119678
1580882,39583,119669
1581382,39588,119684
1581882,39584,119672
1582382,39584,119672
1582882,39583,119669
1583382,39582,119666
1583882,39585,119675
1584382,39582,119666
1584882,39583,119669
1585382,39584,119672
1585882,39585,119675
1586382,39583,119669
1586882,39584,119672
1587382,39583,119669
1587883,39584,119672
1588382,39584,119672
1588882,39586,119678
1589382,39582,119666
1589882,39585,119675
1590382,39584,119672
1590882,39585,119675
1591382,39584,119672
1591882,39584,119672
1592382,39585,119675
1592882,39584,119672
1593382,39583,119669
1593882,39584,119672
1594382,39584,119672
1594882,39583,119669
1595382,39584,119672
1595882,39578,119653
1596382,39582,119666
1596882,39582,119666
1597382,39582,119666
1597882,39583,119669
1598382,39581,119663
1598882,39582,119666
1599382,39581,119663
1599882,39581,119663
1600382,39580,119660
1600882,39581,119663
1601382,39581,119663
1601882,39580,119660
1602382,39579,119657
1602882,39582,119666
1603382,39578,119653
1603883,39583,119669
1604382,39580,119660
1604882,39580,119660
1605382,39580,119660
1605882,39584,119672
1606382,39583,119669
1606882,39580,119660
1607382,39582,119666
1607882,39580,119660
1608382,39584,119672
1608882,39581,119663
1609382,39580,119660
1609882,39578,119653
1610382,39582,119666
1610882,39578,119653
1611382,39582,119666
1611882,39580,119660
1612382,39577,119650
1612882,39581,119663
1613382,39581,119663
1613882,39579,119657
1614382,39581,119663
1614882,39580,119660
1615382,39582,119666
1615882,39581,119663
1616382,39578,119653
1616882,39580,119660
1617382,39580,119660
1617882,39578,119653
1618382,39579,119657
1618882,39580,119660
1619382,39578,119653
1619883,39581,119663
1620382,39578,119653
1620882,39578,119653
1621382,39580,119660
1621882,39580,119660
1622382,39581,119663
1622882,39575,119644
1623382,39579,119657
1623882,39578,119653
1624382,39578,119653
1624882,39578,119653
1625382,39577,119650
1625882,39577,119650
1626382,39578,119653
1626882,39577,119650
1627382,39576,119647
1627882,39579,119657
1628382,39576,119647
1628882,39576,119647
1629382,39576,119647
1629882,39576,119647
1630382,39577,119650
1630882,39577,119650
1631382,39575,119644
1631882,39577,119650
1632382,39577,119650
1632882,39579,119657
1633382,39577,119650
1633882,39578,119653
1634382,39578,119653
1634882,39576,119647
1635382,39576,119647
1635883,39574,119641
1636382,39577,119650
1636882,39574,119641
1637382,39576,119647
1637882,39575,119644
1638382,39576,119647
1638882,39576,119647
1639382,39574,119641
1639882,39577,119650
1640382,39578,119653
1640882,39576,119647
1641382,39577,119650
1641882,39578,119653
1642382,39577,119650
1642882,39574,119641
1643382,39576,119647
1643882,39576,119647
1644382,39576,119647
1644882,39575,119644
1645382,39576,119647
1645882,39575,119644
1646382,39576,119647
1646882,39577,119650
1647382,39573,119638
1647882,39575,119644
1648382,39574,119641
1648882,39574,119641
1649382,39572,119635
1649882,39574,119641
1650382,39577,119650
1650882,39574,119641
1651382,39575,119644
1651883,39573,119638
1652382,39574,119641
1652882,39574,119641
1653382,39575,119644
1653882,39573,119638
1654382,39574,119641
1654882,39573,119638
1655382,39574,119641
1655882,39575,119644
1656382,39575,119644
1656882,39573,119638
1657382,39573,119638
1657882,39572,119635
1658382,39576,119647
1658882,39575,119644
1659382,39573,119638
1659882,39574,119641
1660382,39575,119644
1660882,39570,119629
1661382,39573,119638
1661882,39576,119647
1662382,39572,119635
1662882,39574,119641
1663382,39574,119641
1663882,39573,119638
1664382,39573,119638
1664882,39572,119635
1665382,39572,119635
1665882,39573,119638
1666382,39571,119632
1666882,39572,119635
1667382,39575,119644
1667883,39571,119632
1668382,39574,119641
1668882,39572,119635
1669382,39572,119635
1669882,39573,119638
1670382,39575,119644
1670882,39572,119635
1671382,39571,119632
1671882,39573,119638
1672382,39572,119635
1672882,39572,119635
1673382,39573,119638
1673882,39572,119635
1674382,39572,119635
1674882,39572,119635
1675382,39572,119635
1675882,39573,119638
1676382,39570,119629
1676882,39569,119626
1677382,39571,119632
1677882,39574,119641
1678382,39572,119635
1678882,39571,119632
1679382,39573,119638
1679882,39572,119635
1680382,39571,119632
1680882,39568,119623
1681382,39574,119641
1681882,39570,119629
1682382,39573,119638
1682882,39571,119632
1683382,39570,119629
1683883,39570,119629
1684382,39572,119635
1684882,39572,119635
1685382,39572,119635
1685882,39571,119632
1686382,39572,119635
1686882,39572,119635
1687382,39570,119629
1687882,39572,119635
1688382,39571,119632
1688882,39572,119635
1689382,39574,119641
1689882,39570,119629
1690382,39571,119632
1690882,39572,119635
1691382,39571,119632
1691882,39574,119641
1692382,39571,119632
1692882,39570,119629
1693382,39572,119635
1693882,39568,119623
1694382,39573,119638
1694882,39573,119638
1695382,39570,119629
1695882,39573,119638
1696382,39572,119635
1696882,39572,119635
1697382,39570,119629
1697882,39572,119635
1698382,39572,119635
1698882,39573,119638
1699382,39572,119635
1699883,39570,119629
1700382,39574,119641
1700882,39572,119635
1701382,39572,119635
1701882,39571,119632
1702382,39573,119638
1702882,39572,119635
1703382,39572,119635
1703882,39574,119641
1704382,39571,119632
1704882,39573,119638
1705382,39572,119635
1705882,39571,119632
1706382,39571,119632
1706882,39572,119635
1707382,39570,119629
1707882,39573,119638
1708382,39572,119635
1708882,39572,119635
1709382,39571,119632
1709882,39573,119638
1710382,39566,119617
1710882,39568,119623
1711382,39568,119623
1711882,39569,119626
1712382,39570,119629
1712882,39569,119626
1713382,39570,119629
1713882,39570,119629
1714382,39567,119620
1714882,39572,119635
1715382,39570,119629
1715883,39571,119632
1716382,39570,119629
1716882,39568,119623
1717382,39568,119623
1717882,39567,119620
1718382,39571,119632
1718882,39572,119635
1719382,39568,119623
1719882,39569,119626
1720382,39570,119629
1720882,39568,119623
1721382,39568,119623
1721882,39569,119626
1722382,39569,119626
1722882,39568,119623
1723382,39568,119623
1723882,39568,119623
1724382,39566,119617
1724882,39567,119620
1725382,39569,119626
1725882,39566,119617
1726382,39568,119623
1726882,39567,119620
1727382,39567,119620
1727882,39569,119626
1728382,39567,119620
1728882,39568,119623
1729382,39567,119620
1729882,39568,119623
1730382,39566,119617
1730882,39565,119614
1731382,39568,119623
1731883,39566,119617
1732382,39566,119617
1732882,39566,119617
1733382,39565,119614
1733882,39564,119611
1734382,39566,119617
1734882,39568,119623
1735382,39563,119608
1735882,39565,119614
1736382,39564,119611
1736882,39567,119620
1737382,39564,119611
1737882,39566,119617
1738382,39569,119626
1738882,39564,119611
1739382,39567,119620
1739882,39568,119623
1740382,39564,119611
1740882,39565,119614
1741382,39565,119614
1741882,39566,119617
1742382,39565,119614
1742882,39565,119614
1743382,39566,119617
1743882,39565,119614
1744382,39564,119611
1744882,39560,119598
1745382,39564,119611
1745882,39561,119602
1746382,39565,119614
1746882,39562,119605
1747382,39564,119611
1747883,39566,119617
1748382,39566,119617
1748882,39563,119608
1749382,39565,119614
1749882,39566,119617
1750382,39567,119620
1750882,39566,119617
1751382,39565,119614
1751882,39564,119611
1752382,39563,119608
1752882,39564,119611
1753382,39518,119469
1753882,39365,118999
1754382,39058,118060
1754882,38654,116822
1755382,38362,115926
1755882,38065,115018
1756382,37770,114113
1756882,37507,113308
1757382,37250,112520
1757882,37027,111837
1758382,36800,111142
1758882,36600,110529
1759382,36395,109903
1759882,36216,109354
1760382,36069,108904
1760882,35902,108392
1761382,35755,107942
1761882,35603,107476
1762382,35522,107227
1762882,35394,106838
1763382,35288,106513
1763883,35180,106181
1764382,35102,105942
1764882,35025,105706
1765382,34955,105494
1765882,34892,105300
1766382,34844,105153
1766882,34806,105037
1767382,34769,104923
1767882,34734,104817
1768382,34701,104716
1768882,34687,104671
1769382,34682,104656
1769882,34679,104647
1770382,34687,104671
1770882,34696,104701
1771382,34660,104590
1771882,34738,104828
1772382,34731,104808
1772882,34761,104898
1773382,34797,105010
1773882,34830,105110
1774382,34833,105119
1774882,34871,105236
1775382,34883,105273
1775882,34918,105379
1776382,34943,105455
1776882,34963,105518
1777382,34976,105557
1777882,35012,105667
1778382,35046,105772
1778882,35064,105827
1779382,35091,105908
1779883,35116,105987
1780382,35146,106078
1780882,35169,106147
1781382,35197,106235
1781882,35225,106319
1782382,35250,106396
1782882,35279,106483
1783382,35307,106571
1783882,35333,106649
1784382,35358,106726
1784882,35383,106804
1785382,35428,106940
1785882,35462,107046
1786382,35488,107125
1786882,35521,107224
1787382,35547,107306
1787882,35580,107406
1788382,35609,107494
1788882,35636,107579
1789382,35662,107657
1789882,35713,107814
1790382,35727,107857
1790882,35761,107959
1791382,35782,108026
1791882,35808,108105
1792382,35839,108199
1792882,35861,108266
1793382,35894,108368
1793882,35916,108435
1794382,35944,108519
1794882,35975,108616
1795382,36003,108701
1795883,36034,108797
1796382,36063,108886
1796882,36087,108958
1797382,36109,109025
1797882,36890,111418
1798382,36168,109206
1798882,36194,109285
1799382,36224,109378
1799882,36252,109464
1800382,36282,109555
1800882,36307,109633
1801382,36342,109739
1801882,36362,109800
1802382,36392,109893
1802882,36420,109978
1803382,36455,110087
1803882,36482,110168
1804382,36513,110262
1804882,36533,110323
1805382,36562,110414
1805882,36607,110550
1806382,36638,110647
1806882,36668,110737
1807382,36700,110834
1807882,36729,110925
1808382,36755,111004
1808882,36778,111073
1809382,36789,111110
1809882,36810,111173
1810382,36886,111406
1810882,36921,111512
1811382,36948,111594
1811883,36984,111705
1812382,36993,111733
1812882,37049,111906
1813382,37087,112021
1813882,37116,112109
1814382,37154,112227
1814882,37180,112305
1815382,37208,112393
1815882,37236,112478
1816382,37270,112581
1816882,37298,112668
1817382,37291,112647
1817882,37354,112838
1818382,37403,112989
1818882,39409,119135
1819382,37454,113144
1819882,38751,117119
1820382,37528,113371
1820882,37556,113458
1821382,37529,113374
1821882,37576,113519
1822382,37671,113810
1822882,37678,113831
1823382,37721,113964
1823882,37773,114121
1824382,37804,114218
1824882,37830,114297
1825382,37864,114400
1825882,37894,114494
1826382,37924,114584
1826882,37958,114688
1827382,37984,114769
1827883,38018,114872
1828382,38048,114966
1828882,38074,115044
1829382,38113,115163
1829882,38138,115242
1830382,38171,115341
1830882,38182,115375
1831382,38220,115492
1831882,38271,115647
1832382,38288,115699
1832882,38300,115737
1833382,38336,115847
1833882,38396,116032
1834382,38428,116128
1834882,38458,116220
1835382,38440,116165
1835882,38539,116468
1836382,38511,116383
1836882,38590,116625
1837382,38625,116731
1837882,38648,116803
1838382,38676,116889
1838882,38682,116907
1839382,38731,117058
1839882,38780,117206
1840382,38811,117303
1840882,38840,117392
1841382,38882,117519
1841882,38890,117545
1842382,38938,117691
1842882,38926,117654
1843382,39004,117893
1843883,39045,118019
1844382,39086,118145
1844882,39112,118224
1845382,39141,118315
1845882,39178,118427
1846382,39202,118500
1846882,39240,118617
1847382,39244,118629
1847882,39274,118721
1848382,39326,118881
1848882,39362,118991
1849382,39398,119102
1849882,39434,119212
1850382,39453,119269
1850882,39497,119405
1851382,39524,119487
1851882,39548,119560
1852382,39547,119557
1852882,39567,119620
1853382,39653,119884
1853882,39680,119966
1854382,39702,120032
1854882,39736,120138
1855382,39758,120205
1855882,39779,120268
1856382,39807,120356
1856882,39867,120538
1857382,39884,120590
1857882,39883,120587
1858382,39879,120575
1858882,39879,120575
1859382,39880,120578
1859883,39878,120572
1860382,39876,120566
1860882,39874,120559
1861382,39876,120566
1861882,39874,120559
1862382,39877,120569
1862882,39874,120559
1863382,39874,120559
1863882,39872,120553
1864382,39872,120553
1864882,39873,120556
1865382,39873,120556
1865882,39870,120547
1866382,39872,120553
1866882,39870,120547
1867382,39871,120550
1867882,39871,120550
1868382,39871,120550
1868882,39867,120538
1869382,39867,120538
1869882,39868,120541
1870382,39868,120541
1870882,39865,120532
1871382,39865,120532
1871882,39865,120532
1872382,39866,120535
1872882,39865,120532
1873382,39862,120523
1873882,39862,120523
1874382,39861,120520
1874882,39863,120526
1875382,39860,120517
1875883,39858,120511
1876382,39860,120517
1876882,39857,120508
1877382,39862,120523
1877882,39861,120520
1878382,39856,120504
1878882,39859,120514
1879382,39858,120511
1879882,39858,120511
1880382,39855,120501
1880882,39855,120501
1881382,39854,120498
1881882,39855,120501
1882382,39855,120501
1882882,39855,120501
1883382,39856,120504
1883882,39857,120508
1884382,39853,120495
1884882,39852,120492
1885382,39852,120492
1885882,39852,120492
1886382,39850,120486
1886882,39851,120489
1887382,39853,120495
1887882,39850,120486
1888382,39850,120486
1888882,39850,120486
1889382,39846,120474
1889882,39848,120480
1890382,39847,120477
1890882,39845,120471
1891382,39846,120474
1891883,39847,120477
1892382,39847,120477
1892882,39843,120465
1893382,39846,120474
1893882,39845,120471
1894382,39843,120465
1894882,39843,120465
1895382,39846,120474
1895882,39844,120468
1896382,39844,120468
1896882,39842,120462
1897382,39842,120462
1897882,39844,120468
1898382,39844,120468
1898882,39840,120457
1899382,39841,120459
1899882,39841,120459
1900382,39842,120462
1900882,39838,120451
1901382,39839,120454
1901882,39840,120457
1902382,39838,120451
1902882,39838,120451
1903382,39839,120454
1903882,39837,120447
1904382,39839,120454
1904882,39837,120447
1905382,39834,120438
1905882,39838,120451
1906382,39839,120454
1906882,39838,120451
1907382,39834,120438
1907883,39836,120444
1908382,39833,120435
1908882,39835,120441
1909382,39834,120438
1909882,39834,120438
1910382,39833,120435
1910882,39834,120438
1911382,39834,120438
1911882,39834,120438
1912382,39831,120429
1912882,39832,120432
1913382,39834,120438
1913882,39832,120432
1914382,39830,120426
1914882,39833,120435
1915382,39832,120432
1915882,39830,120426
1916382,39831,120429
1916882,39831,120429
1917382,39831,120429
1917882,39830,120426
1918382,39830,120426
1918882,39829,120423
1919382,39827,120417
1919882,39826,120414
1920382,39826,120414
1920882,39829,120423
1921382,39826,120414
1921882,39827,120417
1922382,39826,120414
1922882,39826,120414
1923382,39822,120402
1923883,39827,120417
1924382,39825,120411
1924882,39825,120411
1925382,39825,120411
1925882,39823,120405
1926382,39823,120405
1926882,39824,120408
1927382,39822,120402
1927882,39824,120408
1928382,39824,120408
1928882,39823,120405
1929382,39824,120408
1929882,39822,120402
1930382,39826,120414
1930882,39822,120402
1931382,39822,120402
1931882,39822,120402
1932382,39819,120392
1932882,39822,120402
1933382,39820,120396
1933882,39821,120399
1934382,39820,120396
1934882,39822,120402
1935382,39820,120396
1935882,39821,120399
1936382,39818,120389
1936882,39817,120386
1937382,39820,120396
1937882,39820,120396
1938382,39818,120389
1938882,39815,120380
1939382,39819,120392
1939883,39818,120389
1940382,39817,120386
1940882,39817,120386
1941382,39816,120383
1941882,39814,120377
1942382,39816,120383
1942882,39817,120386
1943382,39815,120380
1943882,39818,120389
1944382,39814,120377
1944882,39816,120383
1945382,39816,120383
1945882,39816,120383
1946382,39812,120371
1946882,39813,120374
1947382,39815,120380
1947882,39815,120380
1948382,39816,120383
1948882,39815,120380
1949382,39811,120368
1949882,39813,120374
1950382,39816,120383
1950882,39814,120377
1951382,39813,120374
1951882,39814,120377
1952382,39814,120377
1952882,39811,120368
1953382,39810,120365
1953882,39811,120368
1954382,39813,120374
1954882,39810,120365
1955382,39809,120362
1955883,39811,120368
1956382,39808,120359
1956882,39813,120374
1957382,39809,120362
1957882,39810,120365
1958382,39809,120362
1958882,39811,120368
1959382,39808,120359
1959882,39811,120368
1960382,39808,120359
1960882,39806,120353
1961382,39809,120362
1961882,39807,120356
1962382,39809,120362
1962882,39807,120356
1963382,39810,120365
1963882,39806,120353
1964382,39808,120359
1964882,39808,120359
1965382,39806,120353
1965882,39808,120359
1966382,39807,120356
1966882,39805,120348
1967382,39808,120359
1967882,39805,120348
1968382,39806,120353
1968882,39807,120356
1969382,39806,120353
1969882,39805,120348
1970382,39804,120345
1970882,39806,120353
1971382,39804,120345
1971883,39804,120345
1972382,39805,120348
1972882,39804,120345
1973382,39805,120348
1973882,39804,120345
1974382,39805,120348
1974882,39803,120342
1975382,39802,120339
1975882,39803,120342
1976382,39801,120336
1976882,39803,120342
1977382,39801,120336
1977882,39798,120326
1978382,39799,120329
1978882,39802,120339
1979382,39801,120336
1979882,39800,120332
1980382,39800,120332
1980882,39800,120332
1981382,39801,120336
1981882,39800,120332
1982382,39800,120332
1982882,39797,120323
1983382,39801,120336
1983882,39798,120326
1984382,39798,120326
1984882,39797,120323
1985382,39799,120329
1985882,39799,120329
1986382,39798,120326
1986882,39799,120329
1987382,39800,120332
1987883,39796,120320
1988382,39797,120323
1988882,39797,120323
1989382,39795,120317
1989882,39798,120326
1990382,39796,120320
1990882,39794,120314
1991382,39796,120320
1991882,39796,120320
1992382,39797,120323
1992882,39794,120314
1993382,39795,120317
1993882,39794,120314
1994382,39796,120320
1994882,39794,120314
1995382,39796,120320
1995882,39793,120311
1996382,39791,120305
1996882,39792,120308
1997382,39794,120314
1997882,39794,120314
1998382,39795,120317
1998882,39792,120308
1999382,39792,120308
1999882,39793,120311
2000382,39791,120305
